"Alamat","Nama Tempat","Rating","Review","Items","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Psikologi+Buah+Batu/data=!4m7!3m6!1s0x2e68e9faa0b11853:0x20b3eafa2fa73da1!8m2!3d-6.9591788!4d107.6409403!16s%2Fg%2F11g0_lrxnd!19sChIJUxixoPrpaC4RoT2nL_rqsyA?authuser=0&hl=id&rclk=1","Psikologi Buah Batu","4,3","(3)","Dokter","·","2JRR+89G","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Belum ada pengalaman""","","",""
"https://www.google.com/maps/place/irf.psikologi+%28Praktik+Psikolog,+Konseling,+Psikoterapi,+Tes+Psikologi%29/data=!4m7!3m6!1s0x2e698f5b1f052b5d:0x77e05e12b55d0c0f!8m2!3d-6.2601233!4d107.0255855!16s%2Fg%2F11s5fswn52!19sChIJXSsFH1uPaS4RDwxdtRJe4Hc?authuser=0&hl=id&rclk=1","irf.psikologi (Praktik Psikolog, Konseling, Psikoterapi, Tes Psikologi)","4,9","(39)","Psikoterapis","·","Perumahan Corsica Residence No.30, RT.07/RW.01","","","","0877-1888-8159","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended..sangat membantu proses healing saya.""","https://docs.google.com/forms/d/1tbOeKOvUtdya6CNyVceX7IW0NKAaY_ifs4aXZHea0Xc/edit","","Rute"
"https://www.google.com/maps/place/Praktek+Psikolog+Bogor/data=!4m7!3m6!1s0x2e69db367294e621:0x668ec81b8f3e7021!8m2!3d-6.5642775!4d106.6997017!16s%2Fg%2F11vb1h29pq!19sChIJIeaUcjbbaS4RIXA-jxvIjmY?authuser=0&hl=id&rclk=1","Praktek Psikolog Bogor","4,9","(18)","Psikolog","·","Perumahan Green dramaga residence Jl. Tegal Waru Blok B.17","","","","0822-9885-7810","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good listeners, No judges.""","","",""
"https://www.google.com/maps/place/Praktek+psikolog+-+Anahata+Layanan+Psikologi+%28Gede+Bage%29+TK+IT+AL-Munar/data=!4m7!3m6!1s0x2e68c3eb01d88401:0xa082be25c5abf3dd!8m2!3d-6.9577542!4d107.6877647!16s%2Fg%2F11fl41h5mq!19sChIJAYTYAevDaC4R3fOrxSW-gqA?authuser=0&hl=id&rclk=1","Praktek psikolog - Anahata Layanan Psikologi (Gede Bage) TK IT AL-Munar","5,0","(7)","Psikolog","·","·","Tutup","· Buka Sen pukul 08.00","Jl. Gedebage Selatan","0821-3868-1319","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""adakah layanan asesmen","","",""
"https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia/data=!4m7!3m6!1s0x2e69f04dd8717dc1:0xccc658e4b4b59bb9!8m2!3d-6.272109!4d106.764778!16s%2Fg%2F1pzr_qqc1!19sChIJwX1x2E3waS4RuZu1tORYxsw?authuser=0&hl=id&rclk=1","Yayasan Praktek Psikolog Indonesia","4,7","(183)","Psikolog","·","Gedung Bintaro Bussiness Centre, Jl. RC. Veteran Raya No.1-I, RT.1/RW.3","Buka","· Tutup pukul 20.00","·","(021) 7362639","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan sangat bagus dan profesional""","http://www.praktekpsikolog.com/","","Rute"
"https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia+Cabang+Bekasi/data=!4m7!3m6!1s0x2e698d1785ddb7b1:0xb95422affb8f09d5!8m2!3d-6.2691428!4d106.9752692!16s%2Fg%2F11jz3x12yj!19sChIJsbfdhReNaS4R1QmP-68iVLk?authuser=0&hl=id&rclk=1","Yayasan Praktek Psikolog Indonesia Cabang Bekasi","4,9","(35)","Psikolog","·","Gapura Office, Jl. Rose Garden 1 No.52 RT. 002/017, RT.002/RW.017","Tutup","· Buka Sen pukul 08.00","·","0812-1345-8601","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tetapi blm sepenuhnya dpt mengatasi mslh yg ada, krn hrs tetap berproses.""","http://www.praktekpsikolog.com/","","Rute"
"https://www.google.com/maps/place/Psikolog+Anak+dan+Remaja+Farah+T.+Suryawan,+Dra.,+Psi.,+M.Pd/data=!4m7!3m6!1s0x2e68e7e05355168f:0x721fb00c1c11e41d!8m2!3d-6.8780643!4d107.6336128!16s%2Fg%2F11sd03q13t!19sChIJjxZVU-DnaC4RHeQRHAywH3I?authuser=0&hl=id&rclk=1","Psikolog Anak dan Remaja Farah T. Suryawan, Dra., Psi., M.Pd","4,8","(26)","Psikolog","·","Jl. Ligar Agung No.69","Tutup","· Buka Sel pukul 09.00","·","0822-2999-2609","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Seneng akhirnya bisa ngobrol dgn","https://linktr.ee/psikologfarah","","Rute"
"https://www.google.com/maps/place/Praktek+Psikolog+Fatma+Nur+Aqmarina/data=!4m7!3m6!1s0x2e69eded90c1a40d:0x6fd40ac51c824434!8m2!3d-6.3232623!4d106.8297196!16s%2Fg%2F11f6cs4m87!19sChIJDaTBkO3taS4RNESCHMUK1G8?authuser=0&hl=id&rclk=1","Praktek Psikolog Fatma Nur Aqmarina","5,0","(21)","Psikolog","·","Jl. Joe Klp. Tiga Gg. H. Salam No.39, RT.1/RW.3","Buka","· Tutup pukul 17.00","·","0856-9796-1197","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kami merasa terbantu setelah berkonsultasi dengan Bu Fatma.""","","",""
"https://www.google.com/maps/place/Bileva+Konsultasi+Dan+Terapi+Psikologi/data=!4m7!3m6!1s0x2e69ed811da9b80d:0xc73fb6721cfa008e!8m2!3d-6.2933776!4d106.8577954!16s%2Fg%2F11c1nyrnj0!19sChIJDbipHYHtaS4RjgD6HHK2P8c?authuser=0&hl=id&rclk=1","Bileva Konsultasi Dan Terapi Psikologi","5,0","(86)","Psikolog","·","Jl. Waru No.46, RT.2/RW.3","Buka","· Tutup pukul 13.00","·","0859-5966-6535","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat membantu bagi tumbuh kembang putera/puteri kita yang memerlukan.""","","",""
"https://www.google.com/maps/place/Lembaga+Psikologi+Grahita+Indonesia+Cabang+Garut/data=!4m7!3m6!1s0x2e68b18d13f3523d:0xcc733041a3b85a8d!8m2!3d-7.2135421!4d107.8866757!16s%2Fg%2F11t1r09y49!19sChIJPVLzE42xaC4RjVq4o0Ewc8w?authuser=0&hl=id&rclk=1","Lembaga Psikologi Grahita Indonesia Cabang Garut","4,9","(1.034)","Psikolog","·","Jl. Panawuan Depan Gor Siliwangi","Tutup","· Buka Sen pukul 08.00","·","0812-2275-3058","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terimakasih untuk konselingnya , membantu sekali""","https://grahita.org/","","Rute"
